"ID","Site","Layer","Fire","Cortex","Class","Blank","Blank.technology","Technology","Preservation","Length","Width","Thickness","Robustness","Elongation","Platform.width","Platform.thickness","Platform_ratio","Platform.type","Platform.shape","Bulb","Bulbar.scars","Bulb.type","Lip","Lip.type","Curvature","Torsion","Torsion.simplified","Section","Blank.shape","Scar.pattern","Scar.pattern.2","Distal.end","Plunging","Bladelet.negatives","Typology","Typology.new","Retouch.position","Dorsal.retouch.localization","Ventral.retouch.localization","left_right","Volume","Area","raw.material.type","raw.material.source","raw.material.lumped","raw.material.provenience","X3D","Scanner"
"RB_125","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,7,1.20000004768372,5.83333310153748,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_128","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,5.40000009536743,1.89999997615814,2.842105349015,NA,1.79999995231628,0.899999976158142,2,"Plain","Triangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_129","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,6.09999990463257,1.60000002384186,3.81249988358468,NA,3.09999990463257,1,3.09999990463257,"Plain","Oval",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved slightly","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_131","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7,1.79999995231628,3.88888899190927,NA,1.20000004768372,0.5,2.40000009536744,"Plain","Rectangular",TRUE,FALSE,"Moderate",TRUE,"Moderate","Straight","0","no","Polyhedral",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_132","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,7,1.79999995231628,3.88888899190927,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_133","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.5,1.5,3.66666666666667,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","1R","yes","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_134","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.19999980926514,1.29999995231628,3.23076920255403,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_135","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5,1.20000004768372,4.1666665010982,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_136","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.19999980926514,1.89999997615814,2.73684203921923,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_137","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,2.90000009536743,1.10000002384186,2.63636366591965,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_139","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,3.79999995231628,1.60000002384186,2.37499993480742,NA,0.800000011920929,0.600000023841858,1.33333330021964,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_141","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,6.30000019073486,1.70000004768372,3.70588236119094,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_142","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.40000009536743,1.20000004768372,4.49999990065891,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_144","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,4.90000009536743,1.5,3.26666673024495,NA,2.70000004768372,0.800000011920929,3.37500000931323,"Plain","Rectangular",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved slightly","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","no",NA
"RB_145","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,3.79999995231628,1.20000004768372,3.1666665010982,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_146","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.69999980926514,1.20000004768372,3.9166663520866,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Circum-local.France","Circum.local","France","no",NA
"RB_147","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,5.80000019073486,1.89999997615814,3.05263171763962,NA,2.79999995231628,1.10000002384186,2.54545444693447,"Plain","Oval",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Partial left","Unilateral left",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_148","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,5.69999980926514,1.79999995231628,3.16666664459088,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_150","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.19999980926514,1.20000004768372,4.33333300219642,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Partial right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_151","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,9.60000038146973,2.90000009536743,3.31034485026574,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent","Undetermined",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous right",NA,"Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_152","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,8.80000019073486,1.39999997615814,6.28571452899856,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_153","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,8,1.29999995231628,6.15384637956791,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_154","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7.5,1.89999997615814,3.94736847058558,NA,1.70000004768372,0.800000011920929,2.12500002793968,"Plain","Triangular",TRUE,FALSE,"Moderate",TRUE,"Moderate","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_155","RB","A1",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Mesial",NA,11,3.90000009536743,2.82051275154229,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_156","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,4,1.29999995231628,3.07692318978396,NA,1,0.100000001490116,9.9999998509884,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_157","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,6.5,1.60000002384186,4.06249993946403,NA,2.5,1.29999995231628,1.92307699361497,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Pronounced","Curved slightly","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_159","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.90000009536743,1,4.90000009536743,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous bilateral",NA,"Bilateral",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_160","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,6.19999980926514,2.40000009536743,2.58333315120804,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_161","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,3.09999990463257,1.10000002384186,2.81818167040171,NA,1.5,0.300000011920929,4.99999980131786,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_162","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7,1.20000004768372,5.83333310153748,NA,1.5,0.699999988079071,2.14285717934978,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_163","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.30000019073486,2.5,2.12000007629394,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_164","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,3.70000004768372,1.29999995231628,2.84615398722995,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Lateral steep",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous left",NA,"Unilateral left",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_167","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,7.19999980926514,1.5,4.79999987284343,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_168","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,6.5,1.29999995231628,5.00000018339893,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","no",NA
"RB_169","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.30000019073486,1.89999997615814,2.2631580235225,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_170","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,3.09999990463257,1.10000002384186,2.81818167040171,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_171","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,4.80000019073486,1,4.80000019073486,NA,0.200000002980232,0.200000002980232,1,"Punctiform","Punctiform",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_172","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,5.30000019073486,1.60000002384186,3.31250006984919,NA,2.5,0.100000001490116,24.999999627471,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_173","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,8.10000038146973,1.5,5.40000025431315,NA,0.899999976158142,0.800000011920929,1.12499995343387,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_174","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,9.60000038146973,2.20000004768372,4.36363644245241,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous left",NA,"Unilateral left",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_175","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,7,1.79999995231628,3.88888899190927,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous left","Unilateral left",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_176","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.59999990463257,2.29999995231628,2.43478261770959,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved","2L","yes","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_177","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,4.09999990463257,1.60000002384186,2.56249990221113,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_178","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,4,1.29999995231628,3.07692318978396,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved slightly","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_179","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7.90000009536743,2.09999990463257,3.76190497815745,NA,2.09999990463257,0.699999988079071,2.99999991485051,"Plain","Rectangular",TRUE,FALSE,"Moderate",TRUE,"Moderate","Curved","1L","yes","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Mesial right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_180","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,4.90000009536743,1.10000002384186,4.45454544469344,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent","Pointed",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Alternate","Continuous left","Continuous right","Ventral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_181","RB","A2",FALSE,"0%","Blank","Bladelet","Optimal production","Optimal","Proximal",NA,8.30000019073486,2.5,3.32000007629394,NA,1.79999995231628,1,1.79999995231628,"Plain","Rectangular",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Chert","Local","Local","Local","no",NA
"RB_183","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7.69999980926514,1.29999995231628,5.92307699361499,NA,2.5,0.300000011920929,8.33333300219643,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_185","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,4,1,4,NA,2.20000004768372,0.300000011920929,7.33333320087858,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_186","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,7.5,3,2.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel","Straight",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous bilateral",NA,"Bilateral",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","no",NA
"RB_187","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,4.19999980926514,1.10000002384186,3.81818156202963,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Curved","0","no","Trapezoidal",NA,"Unidirectional convergent","Unidirectional convergent","Straight",FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Mesial right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_188","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7.19999980926514,1.39999997615814,5.1428570942003,NA,2.5,0.300000011920929,8.33333300219643,"Linear","Linear",FALSE,FALSE,"Absent",TRUE,"Moderate","Curved slightly","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch?","Retouched bladelet","Inverse",NA,"Partial left","Unilateral left",NA,NA,"Chert","Very-distant.France","Very.distant","France","no",NA
"RB_189","RB","A2",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Proximal",NA,7.90000009536743,1.79999995231628,4.38888905813666,NA,2.29999995231628,0.800000011920929,2.87499989755451,"Plain","Triangular",FALSE,FALSE,"Absent",TRUE,"Pronounced","Straight","0","no","Trapezoidal",NA,"Unidirectional parallel","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Inverse",NA,"Continuous right","Unilateral right",NA,NA,"Chert","Distant.France","Distant","France","no",NA
"RB_190","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Distal",NA,6.80000019073486,3,2.26666673024495,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional parallel","Unidirectional parallel","Convex",FALSE,FALSE,"Bladelet with lateral retouch?","Retouched bladelet","Inverse",NA,"Mesial right","Unilateral right",NA,NA,"Chert","Local","Local","Local","no",NA
"RB_191","RB","A1",FALSE,"0%","Tool","Bladelet","Optimal production","Optimal","Mesial",NA,5.80000019073486,1.79999995231628,3.22222241354578,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Absent",FALSE,"Absent","Straight","0","no","Triangular",NA,"Unidirectional","Unidirectional parallel",NA,FALSE,FALSE,"Bladelet with lateral retouch","Retouched bladelet","Direct","Continuous left",NA,"Unilateral left",NA,NA,"Chert","Distant.France","Distant","France","no",NA
